Table, Endorsemnet, Success, Lookup Code, Code, Description, Revised Date, Short Des, Error Details
Endorsement (FL),End_WCFL_SharedApp,true,WCFL_SharedApp,WCFL SharedApp,FL Shared Appreciation Endorsement (FLORIDA) EN-641 (7/8/14) ,07/08/14,Endorsement Shared Appreciation (FLORIDA) ,
Endorsement (FL),End_WCFL_ALTA9_2,true,WCFL_ALTA9_2,WCFL ALTA9.2,ALTA 9.2-06 Restrictions Encroachments Minerals - Owner's Policy-Improved Land (6/17/06) (Florida modified 12/1/13) - EN-818 (1/8/14) ,06/17/06,Endorsement 9.2-06 RESTRICTIONS ENCROACHMENTS MINERALS - OWNER'S POLICY - IMPROVED LAND ,
Endorsement (FL),End_WCFL_ALTA14_2,true,WCFL_ALTA14_2,WCFL ALTA14.2,ALTA 14.2-06 Future Advance Letter of Credit Endorsement (2/3/11) (Florida modified 12/1/13) EN-821 (1/8/14) ,02/03/11,Endorsement Future Advance - Letter of Credit  ,
Endorsement (FL),End_WCFL_ALTA8_1,true,WCFL_ALTA8_1,WCFL ALTA8.1,ALTA 8.1-06 Endorsement-Environmental Protection Lien (with FLORIDA Modifications) EN-575 (1/26/11) ,01/26/11,Endorsement Environmental Protection Lien (With FLORIDA Modifications) ,
Endorsement (FL),End_WCFL_NSE,true,WCFL_NSE,WCFL NSE,Navigational Servitude EN-14 (10/18/07) ,10/18/07,Navigational Servitude Endorsement  ,
Endorsement (FL),End_WCFL_ALTA5_1,true,WCFL_ALTA5_1,WCFL ALTA5.1,ALTA Form 5.1-06 Endorsement-Planned Unit Development (10-16-08) (With FLORIDA modifications) - EN-530 (1/26/11) ,10/16/08,Endorsement Planned Unit Development (With FLORIDA Modifications) ,
Endorsement (FL),End_WCFL_ALTA9_1,true,WCFL_ALTA9_1,WCFL ALTA9.1,ALTA 9.1-06 Endorsement (6/17/06) (FLORIDA modified 12/1/13) EN-817 (1/8/14) ,06/17/06,Endorsement ALTA 9.1-06 RESTRICTIONS ENCROACHMENTS MINERALS -OWNER'S POLICY - ,
Endorsement (FL),End_WCFL_ALTA14_3,true,WCFL_ALTA14_3,WCFL ALTA14.3,ALTA 14.3-06 Future Advance-Reverse Mortgage Endorsement (2/3/11) (Florida modified 12/1/13) EN-822 (1/8/14) ,02/03/11,Endorsement Future Advance - Reverse Mortgage  ,
Endorsement (FL),End_WCFL_Contiguity,true,WCFL_Contiguity,WCFL Contiguity,Contiguity Endorsement EN-16 (10/18/07) ,10/18/07,Contiguity Endorsement   ,
Endorsement (FL),End_WCFL_Survey,true,WCFL_Survey,WCFL Survey,Survey Endorsement EN-15 (10/18/07) ,10/18/07,Survey Endorsement   ,
Endorsement (FL),End_WCFL_ALTA9_3,true,WCFL_ALTA9_3,WCFL ALTA9.3,ALTA 9.3-06 Restrictions Encroachments Minerals (6/17/06) (with Florida Modifications) EN-1305 (11/14/19) ,06/17/06,ALTA 9.3-06 ENDORSEMENT RESTRICTIONS ENCROACHMENTS MINERALS (with Florida Modifications) ,
Endorsement (FL),End_WCFL_ALTA23_1,true,WCFL_ALTA23_1,WCFL ALTA23.1,FL ALTA 23.1-06 Co-Insurance - Multiple Policies w-FL Modifications (ALTA Rev. 8-1-17) EN-1324 (WLTIC Edition 10/22/2020) ,08/01/17,,
Endorsement (FL),End_FNFL_CLUE,true,FNFL_CLUE,FNFL CLUE,Construction Loan Update Endorsement  ,,Construction Loan Update   ,
Endorsement (GA),End_WFNA_8472,true,WFNA_8472,WFNA 8472,,,,
Endorsement (GA),End_WFGA_OwnersArb,true,WFGA_OwnersArb,WFGA OwnersArb,Missing Document,Missing Document,Missing Document,
Endorsement (GA),End_WFNA_11_206_13,true,WFNA_11_206_13,WFNA 11.206,,,,
Endorsement (GA),End_WFGA_GAArbDel,true,WFGA_GAArbDel,WFGA GAArbDel,Missing Document,Missing Document,Missing Document,
Endorsement (GA),End_WFNA_Gen_End,true,WFNA_Gen_End,WFNA Gen_End,,,,
Endorsement (GA),End_WFNA_Arb_Del_End,true,WFNA_Arb_Del_End,WFNA Arb_Del,,,,
Endorsement (GA),End_WFNA_DDE,true,WFNA_DDE,WFNA DDE,,,,
Endorsement (GA),End_WFNA_Sol_End,true,WFNA_Sol_End,WFNA Sol_End,,,,
Endorsement (GA),End_WFGA_LendersArb,true,WFGA_LendersArb,WFGA LendersArb,Missing Document,Missing Document,Missing Document,
Endorsement (GA),End_WFNA_RCE,true,WFNA_RCE,WFNA RCE,,,,
Endorsement (GA),End_WFNA_CE,true,WFNA_CE,WFNA CE,,,,
Endorsement (GA),End_ORGA_DeletionNaturalPerson,true,ORGA_DeletionNaturalPerson,ORGA DeletionNaturalPerson,ORT Form 4652 Natural Person Endorsement for Homeowner's Policy 2/03/15 ,02/03/15,NATURAL PERSON ,
Endorsement (IL),End_CWIL__PolicyMod4_OP,true,CWIL__PolicyMod4_OP,CWIL _PolicyMod4,Missing Document,Missing Document,Missing Document,
Endorsement (IL),End_FNIL__PolicyMod4_OP,true,FNIL__PolicyMod4_OP,FNIL _PolicyMod4,Missing Document,Missing Document,Missing Document,
Endorsement (IL),End_FNIL__FutureAdvanceNonObligatory_2013_1,true,FNIL__FutureAdvanceNonObligatory_2013_1,FNIL _FutureAdvanceNonObligatory,Missing Document,Missing Document,Missing Document,
Endorsement (IL),End_FNIL__RevolvingCredit_2013_1,true,FNIL__RevolvingCredit_2013_1,FNIL _RevolvingCredit,Missing Document,Missing Document,Missing Document,
Endorsement (IL),End_WCIL_GenEnd,true,WCIL_GenEnd,WCIL GenEnd,GENERAL ENDORSEMENT EN-1 (9/13/07)  ,09/13/07,GENERAL ENDORSEMENT  ,
Endorsement (IL),End_WCIL_Lastdollar,true,WCIL_Lastdollar,WCIL Lastdollar,Last Dollar Endorsement (ALTA 2006 Loan) EN-642 (9/28/12)  ,09/28/12,LAST DOLLAR ENDORSEMENT  ,
Endorsement (IL),End_WCIL_Gap,true,WCIL_Gap,WCIL Gap,Gap Endorsement (Commitment) EN-171 (1/22/08)  ,01/22/08,GAP ENDORSEMENT (Commitment) ,
Endorsement (IL),End_WCIL_FairwayLLC,true,WCIL_FairwayLLC,WCIL FairwayLLC,Fairway-Limited Liability Company Endorsement EN-163 (8/28/07)  ,08/28/07,FAIRWAY - LIMITED LIABILITY COMPANY ENDORSEMENT  ,
Endorsement (IL),End_WCIL_Fairway,true,WCIL_Fairway,WCIL Fairway,Fairway Endorsement (Partnership) EN-174 (1/22/08)  ,01/22/08,FAIRWAY ENDORSEMENT (Partnership) ,
Endorsement (IL),End_WCIL_LineOfCredit,true,WCIL_LineOfCredit,WCIL LineOfCredit,Line of Credit Endorsement EN-161 (8/28/07)  ,08/28/07,LINE OF CREDIT ENDORSEMENT  ,
Endorsement (IL),End_WCIL_CLTA105,true,WCIL_CLTA105,WCIL CLTA105,CLTA Form 105-06 (03-09-07) - Multiple Mortgages in One Policy (ALTA - Lender) EN-609 (WLTIC 3/8/12)  ,03/09/07,CLTA ENDORSEMENT 105-06 (03-09-07)  ,
Endorsement (IN),End_FAIN_DelofArbLP,true,FAIN_DelofArbLP,FAIN DelofArbLP,Deletion of Arbitration Condition - Loan Policy For use with ALTA 2006 Loan Policy ,07/01/14,Deletion Of Arbitration Condition - Loan Policy Endorsement ,
Endorsement (IN),End_FAIN_Optionee,true,FAIN_Optionee,FAIN Optionee,Optionee (F.A. 19) ,07/01/14,Optionee Endorsement  ,
Endorsement (IN),End_FAIN_ResConLoanDisb,true,FAIN_ResConLoanDisb,FAIN ResConLoanDisb,Residential Construction Loan Disbursement Endorsement ,07/13/18,Indiana Residential Construction Loan Disbursement Endorsement  ,
Endorsement (IN),End_FAIN_DelofArbOP,true,FAIN_DelofArbOP,FAIN DelofArbOP,Deletion of Arbitration Condition - Owner's Policy For use with ALTA 2006 Owner's Policy ,07/01/14,Deletion Of Arbitration Condition - Owner's Policy Endorsement ,
Endorsement (IN),End_FAIN_PolicyCorrect,true,FAIN_PolicyCorrect,FAIN PolicyCorrect,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_FAIN_MtgMod,true,FAIN_MtgMod,FAIN MtgMod,Mortgage Assignment and Modification Endorsement Indiana ,07/13/18,Mortgage Assignment and Modification Endorsement  ,
Endorsement (IN),End_FAIN_SpecRest1,true,FAIN_SpecRest1,FAIN SpecRest1,F.A. Special - Restriction No. 1 ,07/01/14,F.A. Special - Restriction No. 1 Endorsement  ,
Endorsement (IN),End_DelArb_CTIN,true,DelArb_CTIN,DelArb CTIN,,,,
Endorsement (IN),End_ConPurch_FNIN,true,ConPurch_FNIN,ConPurch FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_DBA_FNIN,true,DBA_FNIN,DBA FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_AntiTaint_FNIN,true,AntiTaint_FNIN,AntiTaint FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_FairwayGP_FNIN,true,FairwayGP_FNIN,FairwayGP FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_FairwayLLC_FNIN,true,FairwayLLC_FNIN,FairwayLLC FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_DueExc_FNIN,true,DueExc_FNIN,DueExc FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_FairwayLP_FNIN,true,FairwayLP_FNIN,FairwayLP FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_FutureIns_FNIN,true,FutureIns_FNIN,FutureIns FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_FairwayLLP_FNIN,true,FairwayLLP_FNIN,FairwayLLP FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_MtgAddOn_FNIN,true,MtgAddOn_FNIN,MtgAddOn FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_TaxFC_FNIN,true,TaxFC_FNIN,TaxFC FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_DelArb_FNIN,true,DelArb_FNIN,DelArb FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_AsmtRentsLeases_FNIN,true,AsmtRentsLeases_FNIN,AsmtRentsLeases FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_Gap_FNIN,true,Gap_FNIN,Gap FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_Blank_FNIN,true,Blank_FNIN,Blank FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_Balloon_FNIN,true,Balloon_FNIN,Balloon FNIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_MLE_FFIN,true,MLE_FFIN,MLE FFIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_UnderwriterLogo_FFIN,true,UnderwriterLogo_FFIN,UnderwriterLogo FFIN,Missing Document,Missing Document,Missing Document,
Endorsement (IN),End_STIN_ShoppingCtn,true,STIN_ShoppingCtn,STIN ShoppingCtn,Indiana Shopping Center Endorsement ,,INDIANA SHOPPING CENTER ENDORSEMENT ,
Endorsement (IN),End_STIN_EndToHOP,true,STIN_EndToHOP,STIN EndToHOP,Indiana Conversion Endorsement to ALTA Homeowner�s Policy 12-2-13 ,12/02/13,INDIANA CONVERSION ENDORSEMENT TO ALTA HOMEOWNER�S POLICY ,
Endorsement (IN),End_STIN_Successorship,true,STIN_Successorship,STIN Successorship,Indiana Successorship Endorsement  ,,INDIANA SUCCESSORSHIP ENDORSEMENT ,
Endorsement (IN),End_STIN_Fairway_LLC,true,STIN_Fairway_LLC,STIN Fairway_LLC,STG Fairway Endorsement LLC Indiana Modified  ,,STG FAIRWAY ENDORSEMENT LLC (INDIANA MODIFIED) ,
Endorsement (IN),End_STIN_AccessEsmt,true,STIN_AccessEsmt,STIN AccessEsmt,STG Access Easement Endorsement Indiana Modified  ,,STG ACCESS - EASEMENT ENDORSEMENT (INDIANA MODIFIED) ,
Endorsement (IN),End_STIN_Fairway_1,true,STIN_Fairway_1,STIN Fairway.1,STG Fairway Endorsement 1 Indiana Modified  ,,STG FAIRWAY ENDORSEMENT 1 (INDIANA MODIFIED) ,
Endorsement (IN),End_STIN_Piggyback,true,STIN_Piggyback,STIN Piggyback,Indiana Piggyback Endorsement ,,INDIANA PIGGYBACK ENDORSEMENT ,
Endorsement (IN),End_STIN_EndToOP,true,STIN_EndToOP,STIN EndToOP,Indiana Conversion Endorsement to ALTA Owner�s Policy 06-17-06 ,06/17/06,INDIANA CONVERSION ENDORSEMENT TO ALTA OWNER�S POLICY ,
Endorsement (IN),End_STIN_Option,true,STIN_Option,STIN Option,STG Option Endorsement Indiana Modified  ,,STG OPTION ENDORSEMENT (INDIANA MODIFIED) ,
Endorsement (IN),End_STIN_Fairway_2,true,STIN_Fairway_2,STIN Fairway.2,STG Fairway Endorsement 2 Indiana Modified  ,,STG FAIRWAY ENDORSEMENT 2 (INDIANA MODIFIED) ,
Endorsement (IN),End_STIN_Recharacter,true,STIN_Recharacter,STIN Recharacter,STG Recharacterization Endorsement Indiana Modified ,,STG RECHARACTERIZATION ENDORSEMENT (INDIANA MODIFIED) ,
Endorsement (IN),End_STIN_GoingConcern,true,STIN_GoingConcern,STIN GoingConcern,Indiana Going Concern Endorsement Special Measure of Loss (2006 ALTA Loan Policy) ,,INDIANA GOING CONCERN ENDORSEMENT ,
Endorsement (IN),End_STIN_Access,true,STIN_Access,STIN Access,STG Access Endorsement Indiana Modified  ,,ACCESS ENDORSEMENT (INDIANA MODIFIED) ,
Endorsement (IN),End_ORIN_4634,true,ORIN_4634,ORIN 4634,ALTA 33-06 (Disbursement) - Alternate Adopted 2-3-11 ,02/03/11,,
Endorsement (IN),End_ORIN_3975,true,ORIN_3975,ORIN 3975,ALTA Residential Limited Coverage Junior Loan Policy Revised 8-1-12 TC 10-18-12 TC 8-1-13 ,08/01/12,,
Endorsement (IN),End_ORIN_3975A,true,ORIN_3975A,ORIN 3975A,ALTA Residential Limited Coverage Junior Loan Policy Revised 8-01-12 ,08/01/12,SCHEDULE A ,
Endorsement (IN),End_DelArb_CWIN,true,DelArb_CWIN,DelArb CWIN,,,,
Endorsement (KS),End_FAKS_FA611Disbursement,true,FAKS_FA611Disbursement,FAKS FA611Disbursement,Missing Document,Missing Document,Missing Document,
Endorsement (KS),End_FAKS_FA9Optionee,true,FAKS_FA9Optionee,FAKS FA9Optionee,Optionee (F.A. 19)  ,07/01/14,Optionee Endorsement   ,
Endorsement (KS),End_FAKS_FA49106Aggregation,true,FAKS_FA49106Aggregation,FAKS FA49106Aggregation,Missing Document,Missing Document,Missing Document,
Endorsement (KS),End_FAKS_FA59AntiTaint,true,FAKS_FA59AntiTaint,FAKS FA59AntiTaint,Missing Document,Missing Document,Missing Document,
Endorsement (KS),End_FAKS_18106MultipleTax,true,FAKS_18106MultipleTax,FAKS 18106MultipleTax,Missing Document,Missing Document,Missing Document,
Endorsement (KS),End_FAKS_FA45Exclusion,true,FAKS_FA45Exclusion,FAKS FA45Exclusion,Exclusion from Coverage - Deletion (F.A. 45) (4-1-90)  ,04/01/90,Exclusion from Coverage - Deletion Endorsement  ,
Endorsement (KS),End_FAKS_FA40Environmental,true,FAKS_FA40Environmental,FAKS FA40Environmental,Environmental Protection Lien - Commercial (F.A. 40)  ,07/01/14,Environmental Liens Non-Residential Endorsement  ,
Endorsement (KS),End_FAKS_FA551Successor,true,FAKS_FA551Successor,FAKS FA551Successor,Missing Document,Missing Document,Missing Document,
Endorsement (KS),End_FAKS_FA61PendingDisbur,true,FAKS_FA61PendingDisbur,FAKS FA61PendingDisbur,Construction Loan Pending Disbursement (F.A. 61)  ,07/01/14,Construction Loan Pending Disbursement Endorsement   ,
Endorsement (KS),End_FAKS_FA36106FNMABalloon,true,FAKS_FA36106FNMABalloon,FAKS FA36106FNMABalloon,Missing Document,Missing Document,Missing Document,
Endorsement (KS),End_FAKS_FA55Fairway,true,FAKS_FA55Fairway,FAKS FA55Fairway,Fairway - Change in Partnership (F.A. 55)  ,07/01/14,Fairway - Change in Partnership Endorsement  ,
Endorsement (KS),End_FAKS_FA51LastDollar,true,FAKS_FA51LastDollar,FAKS FA51LastDollar,Last Dollar (F.A. 51) (Rev. 7-1-92)  ,07/01/92,Last Dollar Endorsement   ,
Endorsement (KS),End_FAKS_FA612Reinstatement,true,FAKS_FA612Reinstatement,FAKS FA612Reinstatement,Missing Document,Missing Document,Missing Document,
Endorsement (KY),End_WCKY_ALTA15_2,false,WCKY_ALTA15_2,WCKY ALTA15.2,ALTA Form 15.2-06 Nonimputation - Partial Equity Transfer (06-17-06; Tech. Correction 08-01-15) EN-1059 (6/6/16) ,06/17/06,ALTA Endorsement 15.2-06 Nonimputation - Partial Equity Transfer ,SoftPro.OrderTracking.Client.Lookups.LookupRowValidationException: An entry with a duplicate key field exists. This lookup table does not allow duplicate key field values.   at SoftPro.ClientModel.Proxies.ClientProxy`1.OnHandleFaultException(FaultException exception)   at SoftPro.ClientModel.Proxies.ClientProxy`1.HandleFaultException(FaultException exception)   at SoftPro.OrderTracking.Client.Lookups.LookupsServiceClient.EndApplyChanges(Guid taskId)   at SoftPro.OrderTracking.Client.Lookups.Lookups.SoftPro.OrderTracking.Client.Lookups.ILookups.ApplyChanges(ILookupTable[] tables)   at EndorsementTableUpdater.EditLookupTables.CreateTableRows(SelectServer ss Data data) in C:\Users\timadmin\Documents\Visual Studio 2015\Projects\EndorsementTableUpdater\EndorsementTableUpdater\EditLookupTables.cs:line 160
Endorsement (LA),End_ALTA__32_1_FALA,true,ALTA__32_1_FALA,ALTA .32,ALTA 32.1-06 Construction Loan - Direct Payment (Rev. 4-2-13)  ,04/02/13,     CONSTRUCTION LOAN - DIRECT PAYMENT ENDORSEMENT   ,
Endorsement (LA),End_ALTA__32_FALA,true,ALTA__32_FALA,ALTA .32,ALTA 32-06 Construction Loan (4-2-12)  ,04/02/12,     CONSTRUCTION LOAN ENDORSEMENT  ,
Endorsement (LA),End_ALTA__14_3_11_06_FALA,true,ALTA__14_3_11_06_FALA,ALTA .14,,,,
Endorsement (LA),End_ALTA__32_2_FALA,true,ALTA__32_2_FALA,ALTA .32,ALTA 32.2-06 Construction Loan - Insured's Direct Payment (4-2-13)  ,04/02/13,     CONSTRUCTION LOAN - INSURED'S DIRECT PAYMENT ENDORSEMENT  ,
Endorsement (LA),End_ALTA__14_3_06_FALA,true,ALTA__14_3_06_FALA,ALTA .14,,,,
Endorsement (LA),End_STLA_LA_108,true,STLA_LA_108,STLA LA.108,LA 108 Endorsement Date Down Endorsement for Loan Policy 04/01/20  ,04/01/20,LA 108 ENDORSEMENT (Date Down for Loan Policy) ,
Endorsement (LA),End_STLA_LA_104,true,STLA_LA_104,STLA LA.104,LA 104 Co-Insurance - Single Policy (Modified to Add Limited Joint and Several Liability Provision) Rev 04/01/14 ,04/01/14,LA 104 Co-Insurance - Single Policy (Modified to Add Limited Joint and Several Liability Provision) ,
Endorsement (LA),End_STLA_LA_105,true,STLA_LA_105,STLA LA.105,LA 105 Special Measure of Loss Endorsement - Loan Policy 1-1-2015  ,01/01/20,LA 105 ENDORSEMENT (SPECIAL MEASURE OF LOSS - LOAN POLICY) ,
Endorsement (LA),End_STLA_LA_106,true,STLA_LA_106,STLA LA.106,LA 106 Special Measure of Loss Endorsement - Owner Policy 1-1-2015  ,01/01/20,LA 106 ENDORSEMENT (SPECIAL MEASURE OF LOSS - OWNER�S POLICY) ,
Endorsement (LA),End_STLA_LA_MLLP,true,STLA_LA_MLLP,STLA LA_MLLP,LA Mechanics� and Materialmen�s Lien Endorsement for Loan Policy 9-1-2013  ,09/01/20,LA MECHANICS� AND MATERIALMEN�S LIEN FOR LOAN POLICY ,
Endorsement (LA),End_STLA_LA_MLOP,true,STLA_LA_MLOP,STLA LA_MLOP,LA Mechanics' and Materialmen's Lien Endorsement for Owner's Policy 9-1-2013  ,09/01/20,LA MECHANICS' AND MATERIALMEN'S LIEN FOR OWNER'S POLICY ,
Endorsement (LA),End_STLA_LA_107,true,STLA_LA_107,STLA LA.107,LA 107 Louisiana Premium Disclosure Rev 10/01/15 ,10/01/15,LA Simultaneous Premium Disclosure Form ,
Endorsement (LA),End_FFLA_LATISSO_101,true,FFLA_LATISSO_101,FFLA LATISSO.101,LATISSO 101 Multiple Indebtedness Mortgage Endorsement (10/01/2020) ,10/01/20,Multiple Indebtedness Mortgage Endorsement ENDORSEMENT ,
Endorsement (LA),End_FFLA_ALTA_18_3_06,true,FFLA_ALTA_18_3_06,FFLA ALTA.18,ALTA 18.3-06 (04/01/2020) ,04/01/20,Endorsement 18.3-06 Single Tax Parcel and ID Adopted 12-01-2018 ALTA 18.3-06 SINGLE TAX PARCEL AND ID ENDORSEMENT ,
Endorsement (LA),End_FFLA_ALTA_3_4_06,true,FFLA_ALTA_3_4_06,FFLA ALTA.3,ALTA 3.4-06 04/01/2020 ,04/01/20,Endorsement 3.4-06 Zoning - No Zoning Classification Adopted 12-01-2018 ALTA 3.4-06 ZONING - NO ZONING CLASSIFICATION ENDORSEMENT ,
Endorsement (LA),End_FFLA_ALTA_3_3_06,true,FFLA_ALTA_3_3_06,FFLA ALTA.3,ALTA 3.3-06 (04/01/2020) ,04/01/20,Endorsement 3.3-06 Zoning - Completed Improvement - Non-Conforming Use Adopted 12-01-2018 ALTA 3.3-06 ZONING - COMPLETED IMPROVEMENT - NON-CONFORMING USE ENDORSEMENT ,
Endorsement (LA),End_FFLA_LATISSO_100,true,FFLA_LATISSO_100,FFLA LATISSO.100,LATISSO 100 Collateral Mortgage Endorsement (10/01/2020) ,10/01/20,Collateral Mortgage Endorsement (For use with the 2006 Policy) ENDORSEMENT ,
Endorsement (LA),End_FFLA_LATISSO_108,true,FFLA_LATISSO_108,FFLA LATISSO.108,LATISSO 108 (04/01/2020) ,04/01/20,Date Down Endorsement (Loan Policy) DATE DOWN ENDORSEMENT ,
Endorsement (LA),End_ORLA_3854,true,ORLA_3854,ORLA 3854,Missing Document,Missing Document,Missing Document,
Endorsement (LA),End_ORLA_103,true,ORLA_103,ORLA 103,Missing Document,Missing Document,Missing Document,
Endorsement (LA),End_ORLA_4224,true,ORLA_4224,ORLA 4224,Missing Document,Missing Document,Missing Document,
Endorsement (LA),End_ORLA_4220,true,ORLA_4220,ORLA 4220,Missing Document,Missing Document,Missing Document,
Endorsement (LA),End_ORLA_3868,true,ORLA_3868,ORLA 3868,Missing Document,Missing Document,Missing Document,
Endorsement (LA),End_ORLA_2409,true,ORLA_2409,ORLA 2409,Missing Document,Missing Document,Missing Document,
Endorsement (LA),End_ORLA_4208,true,ORLA_4208,ORLA 4208,Missing Document,Missing Document,Missing Document,
Endorsement (MA),End_FNMA_ALTA39_2013,true,FNMA_ALTA39_2013,FNMA ALTA39.2013,,04/02/13,Endorsement 39-06 (Policy Authentication) Adopted 04-02-13  ALTA 39-06 Policy Authentication Endorsement  ,
Endorsement (MA),End_FNMA_ALTA8_1_2006,true,FNMA_ALTA8_1_2006,FNMA ALTA8.1,,06/17/06,Endorsement 8.1-06 (Environmental Protection Lien) Adopted 06-17-06  ALTA 8.1-06 Environmental Protection Lien Endorsement  ,
Endorsement (MA),End_FNMA_ALTA8_2_2006,true,FNMA_ALTA8_2_2006,FNMA ALTA8.2,,10/16/08,Endorsement 8.2-06 (Commercial Environmental Protection Lien) Adopted 10-16-08  Commercial Environmental Endorsement  ,
Endorsement (MA),End_FNMA_ALTA5_2006,true,FNMA_ALTA5_2006,FNMA ALTA5.2006,ALTA Endorsement Form 5-06 (Planned Unit Development) (6/17/06) ,06/17/06,Planned Unit Development Endorsement  ,
Endorsement (MA),End_FNMA_ALTA6_2006,true,FNMA_ALTA6_2006,FNMA ALTA6.2006,,10/16/08,Endorsement 6-06 (Variable Rate Mortgage) Adopted 10-16-08  ALTA 6-06 Variable Rate Mortgage Endorsement  ,
Endorsement (MA),End_FNMA_Blank,true,FNMA_Blank,FNMA Blank,,,Endorsement  ,
Endorsement (MA),End_FNMA_PendImprov,true,FNMA_PendImprov,FNMA PendImprov,,,Pending Improvements Endorsement (Owner's)  ,
Endorsement (MA),End_FNMA_ALTA33_2011,true,FNMA_ALTA33_2011,FNMA ALTA33.2011,,02/03/20,Endorsement 33-06 (Disbursement) Adopted 02-03-2011  ALTA 33-06 Disbursement Endorsement  ,
Endorsement (MA),End_FNMA_SMME,true,FNMA_SMME,FNMA SMME,,,Secondary Mortgage Market Endorsement  ,
Endorsement (MA),End_FNMA_ALTA9_3_2012,true,FNMA_ALTA9_3_2012,FNMA ALTA9.3,,04/02/12,Endorsement 9.3-06 (Covenants Conditions and Restrictions - Loan Policy) Revised 04-02-12  ALTA 9.3-06 Covenants Conditions and Restrictions Endorsement  ,
Endorsement (MA),End_FNMA_ALTA6_2_2006,true,FNMA_ALTA6_2_2006,FNMA ALTA6.2,,10/16/08,Endorsement 6.2-06 (Variable Rate Mortgage - Negative Amortization) Adopted 10-16-08  ALTA 6.2-06 Variable Rate Mortgage - Negative Amortization Endorsement  ,
Endorsement (MA),End_FNMA_RevMort,true,FNMA_RevMort,FNMA RevMort,Reverse Mortgage Loan Endorsement  ,,Reverse Mortgage Loan Endorsement  ,
Endorsement (MA),End_FNMA_DateDown,true,FNMA_DateDown,FNMA DateDown,Date Down Endorsement Modified For 2006 Loan Policy ,,Date Down Endorsement  ,
Endorsement (MA),End_FNMA_PendDisb,true,FNMA_PendDisb,FNMA PendDisb,,,Construction Loan - Pending Disbursements Endorsements (MA)  ,
Endorsement (MA),End_FNMA_ALTA14_3_2011,true,FNMA_ALTA14_3_2011,FNMA ALTA14.3,,02/03/11,Endorsement 14.3-06 (Future Advance - Reverse Mortgage) Revised 2-3-11  ALTA 14.3 Future Advance - Reverse Mortgage Endorsement  ,
Endorsement (MA),End_FNMA_ALTA4_1_2006,true,FNMA_ALTA4_1_2006,FNMA ALTA4.1,,06/17/20,Endorsement 4.1-06 (Condominium - Current Assessments) Adopted 06-17-2006 Revised 10-16-2008 Technical Correction 12-01-2016 ALTA 4.1-06 Condominium - Current Assessments Endorsement  ,
Endorsement (MA),End_FNMA_ALTA4_2006,true,FNMA_ALTA4_2006,FNMA ALTA4.2006,ALTA Endorsement Form 4-06 (Condominium ) (6/17/06) ,06/17/06,Condominium Endorsement  ,
Endorsement (MA),End_FNMA_ALTA13_2006,true,FNMA_ALTA13_2006,FNMA ALTA13.2006,,04/02/12,Endorsement 13-06 (Leasehold - Owner's) Revised 04-02-12  ALTA 13-06 Leasehold Owner's Endorsement  ,
Endorsement (MA),End_FNMA_ALTA5_1_2006,true,FNMA_ALTA5_1_2006,FNMA ALTA5.1,,06/17/20,Endorsement 5.1-06 (Planned Unit Development - Current Assessments) Adopted 06-17-2006 Revised 10-16-2008 Technical Correction 12-01-2016 12-01-2017 ALTA 5.1-06 Planned Unit Development Current Assessments Endorsement  ,
Endorsement (MA),End_FNMA_ALTA13_1_2006,true,FNMA_ALTA13_1_2006,FNMA ALTA13.1,,04/02/12,Endorsement 13.1-06 (Leasehold - Loan) Revised 04-02-12  ALTA 13.1-06 Leasehold Loan Endorsement  ,
Endorsement (MA),End_CWMA_RevMort,true,CWMA_RevMort,CWMA RevMort,Reverse Mortgage Loan Endorsement  ,,Reverse Mortgage Loan Endorsement  ,
Endorsement (MA),End_CTMA_RevMort,true,CTMA_RevMort,CTMA RevMort,Reverse Mortgage Loan Endorsement  ,,Reverse Mortgage Loan Endorsement  ,
Endorsement (MD),End_ORMD_4344,true,ORMD_4344,ORMD 4344,ALTA 9-06 Endorsement - Restrictions Encroachments Minerals - Loan Policy Revised 04-02-12 ,04/02/12,RESTRICTIONS ENCROACHMENTS MINERALS - LOAN POLICY  ,
Endorsement (MD),End_ORMD_4714,true,ORMD_4714,ORMD 4714,Missing Document,Missing Document,Missing Document,
